0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,47,251,251,251,251,251,251,47,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,0,0,0,0,0,251,251,251,251,251,3,251,251,251,251,251,251,251,251,0
0,160,47,47,92,93,47,47,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,19,61,61,61,61,61,61,61,61,0
0,160,193,47,108,109,47,193,193,193,193,193,193,193,193,193,193,193,193,193,144,144,145,146,147,192,92,93,144,145,146,147,203,204,205,34,36,36,36,36,35,36,36,36,36,36,36,37,144,0
0,0,193,193,47,47,193,193,193,193,193,193,249,193,193,193,193,193,193,193,144,145,146,147,146,147,108,109,144,145,146,147,219,144,221,144,144,145,146,147,19,147,147,92,93,144,144,144,144,0
0,0,192,250,192,192,192,0,0,0,0,0,0,0,0,0,0,0,0,0,144,145,146,147,145,146,147,144,144,145,146,147,235,236,237,144,144,145,146,147,18,147,147,108,109,144,144,144,0,0
0,0,250,192,192,150,151,151,96,96,96,96,96,96,96,96,96,86,87,0,144,144,145,146,147,146,147,144,145,146,144,145,144,145,144,145,146,147,203,204,205,147,147,146,146,146,144,144,0,0
0,0,192,245,150,168,183,183,112,112,112,112,112,112,112,112,112,102,103,0,0,1,1,1,1,1,0,0,0,0,0,144,145,146,144,145,146,147,219,144,221,147,147,146,146,146,144,144,0,0
0,0,192,192,166,168,192,192,0,0,0,0,0,0,0,3,192,116,117,96,96,96,96,96,96,96,96,96,86,87,0,192,144,145,146,147,192,192,235,236,237,147,147,146,146,146,144,144,144,0
0,0,146,245,166,168,192,192,192,192,192,192,192,192,0,2,192,132,133,112,112,112,112,112,112,112,112,112,102,103,25,150,151,151,151,151,151,151,152,147,147,147,147,146,146,146,144,144,144,0
0,0,146,146,146,144,152,192,192,192,192,192,192,192,0,2,192,194,192,192,192,192,194,192,3,192,192,192,97,98,25,166,192,4,5,192,192,3,168,0,0,0,0,0,0,0,144,3,144,0
0,0,146,146,146,152,144,152,192,221,145,145,145,145,0,2,150,145,145,145,145,145,145,152,2,192,192,192,97,98,25,166,192,20,21,192,192,2,168,0,144,144,144,144,144,0,144,19,144,0
0,0,146,146,146,146,152,144,152,221,145,145,145,145,145,2,199,4,5,4,5,4,5,198,2,192,192,192,97,98,1,166,192,249,145,145,145,2,145,0,250,245,245,249,249,0,160,19,145,0
0,0,146,146,146,146,219,166,168,221,145,145,145,145,145,2,199,20,21,20,21,20,21,198,2,192,192,192,97,98,1,166,192,245,145,145,145,2,145,153,154,145,177,155,156,157,160,19,145,0
0,0,146,153,154,145,213,166,168,221,145,145,145,145,145,2,199,145,4,5,4,5,145,198,2,192,192,192,97,98,1,166,192,245,145,92,93,2,145,169,170,177,177,171,172,173,160,19,145,0
0,0,146,169,170,145,213,166,168,221,145,145,145,145,145,2,199,145,20,21,20,21,145,198,2,192,192,192,97,98,1,166,192,249,145,108,109,2,145,145,160,160,160,187,188,189,178,19,145,0
0,0,146,146,146,146,219,166,168,221,145,145,145,145,145,2,199,194,145,145,145,145,194,198,2,192,192,192,97,98,0,166,192,145,145,145,145,2,145,155,156,157,160,160,160,160,178,19,145,0
0,0,145,145,145,234,219,166,168,221,232,145,0,0,0,18,182,200,200,200,200,200,200,184,18,192,192,192,97,98,0,166,192,145,145,203,204,2,160,171,172,173,160,160,160,160,149,19,145,0
0,160,145,145,145,234,219,166,168,221,232,145,0,84,85,96,96,96,96,96,96,96,96,96,96,96,96,96,118,119,0,166,192,145,145,219,144,2,160,187,188,189,160,153,154,160,178,19,145,0
0,160,145,148,145,234,219,166,168,221,232,249,0,100,101,112,112,112,112,112,112,112,112,112,112,112,112,112,134,135,0,166,192,145,145,235,236,2,160,160,160,160,160,169,170,160,178,19,145,0
