0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,96,96,96,129,32,33,32,32,32,249,33,33,245,48,48,48,48,96,96,96,96,96,96,96,96,96,86,87,53,69,69,69,53,53,53,53,71,71,71,71,71,71,53,2,140,141,142,191,0
0,112,112,120,121,96,96,96,96,96,96,96,96,96,96,96,90,90,90,90,90,90,90,90,90,90,91,120,121,96,96,96,96,96,96,96,96,96,96,96,96,96,96,83,2,124,140,141,142,0
0,48,48,131,112,112,112,112,112,112,112,112,112,112,112,112,106,106,106,106,106,106,106,106,106,106,107,136,137,112,112,112,112,112,112,112,112,112,112,112,112,112,112,99,19,140,140,141,142,0
0,33,33,0,0,0,0,0,0,0,0,0,250,0,0,249,203,204,204,204,204,204,250,17,17,17,17,120,121,144,144,144,249,145,146,147,144,144,144,144,145,146,147,34,35,36,37,164,138,0
0,48,48,48,33,1,0,33,33,0,0,0,0,0,0,0,219,84,85,86,87,221,16,16,16,16,17,120,121,160,160,160,144,144,145,146,160,160,144,160,249,162,162,163,18,162,163,163,153,0
0,48,48,48,33,1,1,33,48,203,0,0,0,0,0,0,219,100,101,102,103,221,77,77,16,16,17,120,121,160,161,144,144,144,144,144,144,144,144,144,144,178,178,179,249,163,163,179,169,0
0,33,1,48,1,1,218,216,216,216,0,0,0,0,0,245,219,116,117,118,119,221,77,77,77,16,16,120,121,176,160,161,162,122,160,144,144,144,144,144,144,144,144,144,144,144,162,162,163,0
0,109,218,95,218,218,218,161,160,216,153,154,236,236,236,236,219,132,133,134,135,221,59,59,59,76,60,120,121,160,160,160,122,122,144,144,144,144,122,138,163,179,178,179,162,163,163,162,163,0
0,145,160,161,144,145,161,144,145,160,169,170,216,216,217,218,235,236,236,236,236,237,59,59,59,76,60,120,121,176,176,160,144,144,144,138,122,122,138,178,179,73,73,73,178,179,179,163,163,0
0,153,154,161,144,144,155,156,157,144,160,155,232,233,234,232,122,123,124,122,123,10,10,11,10,11,12,120,121,176,177,176,144,144,144,144,144,138,179,73,73,16,16,73,16,16,178,179,163,0
0,169,170,145,160,144,171,172,173,145,144,171,172,173,161,145,122,122,122,138,139,26,26,27,26,27,28,120,121,176,177,122,122,245,144,144,138,179,73,16,16,73,73,73,73,16,16,178,179,0
0,144,155,156,157,160,187,188,153,154,145,187,188,189,160,161,138,138,122,122,145,146,145,146,147,148,149,120,121,160,122,144,144,144,144,144,144,179,73,73,4,5,73,73,4,5,73,73,160,0
0,144,171,172,173,160,144,144,169,170,161,161,160,161,160,162,162,145,146,147,161,145,146,147,148,149,149,120,121,160,122,144,144,144,138,163,144,73,16,16,20,21,16,16,20,21,73,73,160,0
0,144,187,188,189,161,160,144,145,160,144,145,160,161,145,162,144,249,144,144,162,162,162,148,149,149,165,120,121,122,138,138,122,122,144,144,144,73,16,73,73,73,73,16,73,73,73,73,73,0
0,144,145,144,145,160,161,144,145,145,144,145,160,161,145,144,144,144,144,144,144,249,162,162,149,165,165,120,121,138,138,162,144,144,144,163,73,73,16,73,73,73,16,16,16,73,73,73,73,0
0,160,144,144,145,144,144,144,144,144,145,145,160,160,161,145,145,245,144,249,144,144,162,162,162,164,165,120,121,160,161,144,144,138,178,179,73,73,73,20,23,23,23,23,23,23,21,73,73,0
0,144,160,144,144,160,160,160,160,160,144,144,144,160,161,145,161,161,162,162,147,148,162,162,144,164,165,120,121,160,161,144,144,144,144,144,162,249,73,73,144,144,144,144,144,144,73,73,160,0
0,201,202,202,200,201,202,200,200,200,200,200,200,201,202,182,161,145,145,162,147,148,149,162,144,164,165,136,137,160,161,138,138,138,144,144,178,162,163,73,73,4,36,36,5,73,73,160,160,0
0,192,192,192,193,193,193,193,193,193,193,192,192,192,192,193,182,145,146,162,148,149,149,144,144,144,165,97,98,160,161,162,122,144,144,144,144,178,162,163,73,73,73,73,16,73,160,160,160,0
0,192,192,192,192,193,193,193,193,193,192,192,192,192,192,193,199,145,146,162,162,162,165,144,144,144,165,97,98,160,161,162,144,144,144,144,144,144,144,162,249,73,16,16,16,160,160,144,160,0
0,192,192,192,193,249,193,193,193,3,3,193,193,193,193,193,199,145,146,162,162,162,161,144,249,144,165,97,98,160,144,144,144,144,144,245,144,144,144,178,179,160,160,160,160,160,144,144,160,0
0,192,245,192,192,192,192,193,193,19,19,193,193,193,193,193,199,145,146,162,162,162,161,162,144,164,165,97,98,160,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,0
0,192,192,192,192,192,250,192,192,19,19,193,192,193,193,193,199,145,146,147,162,162,161,144,144,164,165,97,98,160,161,144,122,122,138,144,144,122,34,34,34,34,34,34,34,34,34,22,37,0
0,192,192,192,192,192,192,192,192,19,19,192,192,192,192,192,199,145,146,162,162,149,161,144,163,164,165,97,98,160,161,162,122,144,144,144,122,245,122,122,122,122,122,144,144,144,144,18,144,0
36,36,36,36,36,36,36,36,36,21,21,245,192,192,192,192,199,145,146,147,162,149,144,162,163,164,165,97,98,160,161,162,122,144,138,138,122,122,122,122,122,144,144,144,144,144,163,179,16,0
36,36,36,36,36,36,36,36,36,5,5,192,192,192,192,192,199,145,146,147,162,145,144,162,148,149,165,97,98,160,161,144,138,144,144,144,122,122,122,122,144,144,144,144,144,179,179,144,16,0
0,192,192,192,192,192,192,192,192,2,2,192,192,192,192,192,199,145,146,147,162,145,144,162,147,148,149,97,98,160,161,122,138,144,144,144,122,122,122,144,144,138,163,163,179,144,144,16,16,0
0,192,192,192,192,192,192,192,192,2,2,245,192,192,192,192,199,145,146,147,162,162,144,162,147,148,149,97,98,160,161,138,144,144,144,138,138,138,144,144,144,144,163,179,144,16,16,16,16,0
0,192,192,192,192,192,192,192,192,2,2,192,192,192,192,192,199,145,146,147,148,162,144,162,162,149,149,97,98,144,144,138,138,144,144,144,144,122,144,144,144,138,179,144,16,16,16,16,16,0
0,192,192,192,192,192,192,192,192,38,38,192,192,192,192,192,199,145,146,147,148,144,144,162,162,162,149,97,98,144,144,138,144,144,144,144,144,144,144,138,138,144,144,16,16,16,16,16,16,0
0,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,199,145,146,147,148,144,144,144,162,162,149,97,98,144,144,144,144,249,138,138,138,178,179,144,144,16,16,16,16,16,16,16,16,0
0,192,192,249,192,192,192,192,192,192,192,192,192,192,192,192,199,145,146,147,148,162,162,144,162,162,165,97,98,144,144,161,161,177,177,178,179,179,144,144,16,16,249,16,16,249,16,16,16,0
0,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,199,145,146,162,162,162,144,144,162,162,149,97,98,144,144,177,177,178,177,178,179,144,16,16,16,16,16,16,16,16,16,16,16,0
0,192,192,192,192,192,192,192,192,192,249,192,192,192,192,192,199,145,146,162,148,149,162,144,162,162,149,97,98,144,144,144,144,144,34,35,35,36,37,16,16,16,16,16,16,16,16,16,16,0
0,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,199,145,146,162,162,149,162,144,144,148,162,113,114,144,144,144,144,144,16,19,19,16,16,16,16,16,16,16,16,16,16,16,16,0
0,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,199,145,146,147,162,162,162,144,144,144,162,162,149,144,144,144,144,16,16,19,19,16,16,16,16,16,249,16,16,16,16,16,16,0
0,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,215,145,146,147,148,149,162,161,162,162,162,162,162,144,144,16,16,16,16,19,19,16,16,16,16,16,16,16,16,16,16,16,16,0
0,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,231,161,162,163,164,165,162,161,161,162,163,162,162,144,16,16,16,16,16,19,19,16,16,16,16,16,16,16,16,16,16,16,16,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0
